id	context	predictions	aggregatedPredictions	category
566	Parliament voted overwhelmingly today to reduce the age of consent for homosexual men from 21 to 18.	[[0.091,0.381,0.287,0.183,0.058]]	[0.091,0.381,0.287,0.183,0.058]	negative
567	The Archbishop of Canterbury today dismissed suggestions that the Church of England would soon allow homosexuals to become priests.	[[0.074,0.58,0.288,0.046,0.011]]	[0.074,0.58,0.288,0.046,0.011]	negative
568	A small semantic shift in an internal memorandum at a Boy Scout chapter here has reignited the often volatile issue of homosexuality in the Scouts.	[[0.144,0.59,0.165,0.072,0.029]]	[0.144,0.59,0.165,0.072,0.029]	negative
569	That is the position her husband held when he campaigned for president, promising to issue an executive order to end the Department of Defense's ban on homosexuals in the armed forces.	[[0.079,0.427,0.336,0.127,0.031]]	[0.079,0.427,0.336,0.127,0.031]	negative
570	Supporters of gay rights say they are incensed about a Utah judge's decision to reduce the sentence of a man who killed a homosexual apparently because of the dead man's sexual orientation.	[[0.085,0.611,0.247,0.043,0.014]]	[0.085,0.611,0.247,0.043,0.014]	negative
571	After years of local skirmishes between religious conservatives and gay advocates, the battle over how school curriculums deal with homosexuality moved to Capitol Hill this week.	[[0.066,0.348,0.219,0.317,0.05]]	[0.066,0.348,0.219,0.317,0.05]	negative
572	Except that instead of being black and partly blind, Gad Beck was a homosexual and a Jew at a time and place particularly intolerant of such people.	[[0.089,0.597,0.24,0.058,0.015]]	[0.089,0.597,0.24,0.058,0.015]	negative
573	And I agree with his premise that the mainstream church has inadequately addressed the needs of the homosexual community.	[[0.23,0.686,0.047,0.026,0.011]]	[0.23,0.686,0.047,0.026,0.011]	negative
574	Mr. Riggs, who appeared a few weeks ago on the "P.O.V." documentary "Absolutely Positive" as one of the people who have tested positive for the AIDS virus, searches his memory in "Tongues Untied" for what it was like growing up black and homosexual in America, "captured by identities I never wanted to claim."	[[0.13,0.54,0.226,0.071,0.032]]	[0.13,0.54,0.226,0.071,0.032]	negative
575	Because many have been taught to believe that homosexuality is morally "incorrect," it is likely that men will underreport their homosexual feelings and behavior.	[[0.052,0.275,0.256,0.36,0.057]]	[0.052,0.275,0.256,0.36,0.057]	positive
576	Both committees' reports, which will be taken up by conventions of the two churches later this year, are expected to generate intense conflict within the denominations, which are deeply divided on the ordination of homosexuals.	[[0.337,0.543,0.096,0.01,0.015]]	[0.337,0.543,0.096,0.01,0.015]	negative
577	A 17-year-old student who announced last September that he was a homosexual and then formed a student group called the Gay-Straight Alliance was beaten for the second time this school year.	[[0.226,0.562,0.186,0.014,0.011]]	[0.226,0.562,0.186,0.014,0.011]	negative
578	The ruling, by the United States Court of Appeals for the Second Circuit in New York, involved the decision by the Securities and Exchange Commission in October 1992 to allow Cracker Barrel Old Country Store Inc. to decline to put on its proxy a shareholder resolution banning discrimination against homosexual job applicants.	[[0.127,0.646,0.199,0.02,0.008]]	[0.127,0.646,0.199,0.02,0.008]	negative
579	After years of debate and the ouster of one schools chancellor, the New York City Board of Education adopted a mandatory junior high school AIDS curriculum that stresses abstinence and allows for condom demonstrations and discussions of society's treatment of homosexuals.	[[0.133,0.681,0.16,0.019,0.007]]	[0.133,0.681,0.16,0.019,0.007]	negative
580	That year, military psychiatrists, new to the ranks, warned of the "psychopathic personality disorders" that would make homosexuals unfit to fight.	[[0.12,0.72,0.117,0.036,0.008]]	[0.12,0.72,0.117,0.036,0.008]	negative
581	THE AMERICA I HEARD SINGING WHEN I WAS a teen-ager in the late 1950's forced homosexuals into hiding, ignored or derided the disabled, withheld rights from suspects of crimes and kept women in their place, which was usually the kitchen and sometimes an abortionist's back room.	[[0.192,0.63,0.155,0.015,0.008]]	[0.192,0.63,0.155,0.015,0.008]	negative
582	The schism, many homosexuals say, jeopardizes the outcome of the military issue.	[[0.102,0.58,0.214,0.081,0.023]]	[0.102,0.58,0.214,0.081,0.023]	negative
583	In a momentous 4-to-3 decision, New York State's highest court has granted unmarried couples -- heterosexual and homosexual -- the right to adopt children.	[[0.112,0.632,0.205,0.041,0.011]]	[0.112,0.632,0.205,0.041,0.011]	negative
584	Bishop Walter Righter was accused after ordaining a homosexual as a deacon.	[[0.113,0.689,0.174,0.017,0.007]]	[0.113,0.689,0.174,0.017,0.007]	negative
585	The biomedical wherewithal to make such a forecast does not yet exist and may never, despite recent news stories about scientists closing in on a gene associated with male homosexuality.	[[0.114,0.616,0.218,0.036,0.015]]	[0.114,0.616,0.218,0.036,0.015]	negative
586	The Dallas Police Department's policy that bars the hiring of homosexuals as police officers has been overturned by a state district judge.	[[0.166,0.648,0.14,0.029,0.017]]	[0.166,0.648,0.14,0.029,0.017]	negative
587	The head of the American Civil Liberties Union in the Dakotas threatened last week to reveal the names of North Dakota lawmakers whom he suspects of being gay if they vote to ban homosexual marriages.	[[0.125,0.672,0.17,0.024,0.008]]	[0.125,0.672,0.17,0.024,0.008]	negative
588	Dressed in a purple smoking jacket and speaking in a nasal New York twang, he does an eerie impersonation of the celebrated lawyer Roy Cohn denouncing homosexuality.	[[0.066,0.335,0.281,0.264,0.053]]	[0.066,0.335,0.281,0.264,0.053]	negative
589	Paul Monette won the National Book Award for nonfiction last night for "Becoming a Man: Half a Life Story" (Harcourt Brace Jovanovich), an autobiography about his struggle to come to terms with his homosexuality, a work he said "literally kept me alive" after discovering he had AIDS.	[[0.132,0.443,0.241,0.134,0.05]]	[0.132,0.443,0.241,0.134,0.05]	negative
590	The play concerns Housman's concealed and self-torturing homosexuality.	[[0.068,0.477,0.362,0.077,0.016]]	[0.068,0.477,0.362,0.077,0.016]	negative
591	The story of Col. Fred Peck of the Marine Corps and his 24-year-old homosexual son, Scott, symbolized a poignant personal drama within a debate frequently defined by generalizations and stereotypes.	[[0.2,0.542,0.193,0.041,0.024]]	[0.2,0.542,0.193,0.041,0.024]	negative
592	When it comes to rules and regulations that confer equality on homosexuals, the Rev. Louis P. Sheldon is a tireless crusader.	[[0.115,0.584,0.194,0.085,0.022]]	[0.115,0.584,0.194,0.085,0.022]	negative
593	The latest, in Washington, is Thompson & Wheatley, whose principals have combined their backgrounds, in financial planning and litigation, to form a practice aimed squarely at the distinct legal needs of homosexuals.	[[0.362,0.537,0.078,0.011,0.012]]	[0.362,0.537,0.078,0.011,0.012]	negative
594	Those devices include the use of amplified gunshots to demarcate scenes, unblinking close-up images of shuddering violence (a pregnant woman is repeatedly kicked and punched in the stomach, a girl is shot in the throat and writhes in agonized death throes), a swatch of hard-core pornography and a continual torrent of hateful epithets directed at almost everybody but especially at those suspected of being homosexual.	[[0.211,0.671,0.099,0.012,0.006]]	[0.211,0.671,0.099,0.012,0.006]	negative
595	Organized by the Mattachine Society, it was a reaction to the police harassment, random beatings and general insults that homosexuals were commonly subject to at the time.	[[0.117,0.591,0.252,0.029,0.011]]	[0.117,0.591,0.252,0.029,0.011]	negative
596	A total of 997 military personnel were discharged for homosexuality last year, the report says, compared with 597 in 1994, the first full year that the policy was in effect.	[[0.125,0.675,0.175,0.018,0.007]]	[0.125,0.675,0.175,0.018,0.007]	negative
597	They are all the things their critics wish that homosexuals were.	[[0.038,0.367,0.541,0.047,0.008]]	[0.038,0.367,0.541,0.047,0.008]	neutral
598	No problem avoiding service; just check the box on the application form asking whether you have "homosexual tendencies" and the Army, Air Force, Navy and Marines won't allow you to join the ranks of the red, white and blue heterosexual servicemen and -women.	[[0.312,0.554,0.118,0.006,0.01]]	[0.312,0.554,0.118,0.006,0.01]	negative
599	LEAD: Just eight weeks ago, Bishop John S. Spong, head of the Episcopal diocese here, was ebullient as he ordained the first openly homosexual man into the priesthood of the Episcopal Church. ''	[[0.253,0.683,0.047,0.008,0.009]]	[0.253,0.683,0.047,0.008,0.009]	negative
600	During a discussion about Schubert's homosexuality recently at the 92d Street Y, the musicologist Susan McClary suggested ways in which the second movement of Schubert's "Unfinished" Symphony resembled contemporary gay literature.	[[0.07,0.653,0.218,0.049,0.01]]	[0.07,0.653,0.218,0.049,0.01]	negative
601	Though Fred, a smooth-talking Southerner, is able to charm his wealthy clients into buying overpriced but beautiful antiquarian maps and prints, he is shamed into hiding his social background (poor) and romantic attachments (homosexual).	[[0.088,0.49,0.25,0.136,0.036]]	[0.088,0.49,0.25,0.136,0.036]	negative
602	That is surprising, since unlike the yak-radio industry, television news departments have tended to be sympathetic to homosexual causes.	[[0.005,0.01,0.097,0.718,0.17]]	[0.005,0.01,0.097,0.718,0.17]	positive
603	A new affidavit suggests that the Navy sailor accused of killing a shipmate in Japan in what has been portrayed as a gay-bashing murder might be homosexual himself, Defense Department officials said today.	[[0.222,0.585,0.16,0.02,0.013]]	[0.222,0.585,0.16,0.02,0.013]	negative
604	Commissioners in a rural southeast Georgia county rescinded their two-year-old anti-homosexual resolution tonight amid concerns about losing their leg of the Olympic torch run.	[[0.223,0.645,0.115,0.009,0.008]]	[0.223,0.645,0.115,0.009,0.008]	negative
605	The military has dismissed more than 15,000 homosexuals in the last decade to enforce the policy.	[[0.085,0.573,0.292,0.04,0.01]]	[0.085,0.573,0.292,0.04,0.01]	negative
606	The games, he warned, could lead to the spread of AIDS, and lead children to conclude there is nothing wrong with homosexuality.	[[0.164,0.672,0.141,0.017,0.006]]	[0.164,0.672,0.141,0.017,0.006]	negative
607	After weeks of public debate on the merits of allowing homosexuals to serve in the armed forces, senior military officials are now adopting a slightly more conciliatory tone about the possibility of lifting the ban on homosexuals.	[[0.057,0.365,0.191,0.328,0.059]]	[0.057,0.365,0.191,0.328,0.059]	negative
608	Starting today, many of the benefits offered to married people in Hawaii will become available to gay couples, and also to siblings and roommates, under a first-in-the-nation law that was enacted to head off homosexual marriages.	[[0.139,0.583,0.228,0.036,0.015]]	[0.139,0.583,0.228,0.036,0.015]	negative
609	It must have seemed more rousing to date the "political awakening of homosexuals" from very recent history.	[[0.063,0.225,0.328,0.306,0.077]]	[0.063,0.225,0.328,0.306,0.077]	neutral
610	Kosner killed the article, saying he had been lulled by the homosexual angle and would have surely rejected a story similarly obsessed with oral heterosexual sex.	[[0.254,0.53,0.184,0.019,0.013]]	[0.254,0.53,0.184,0.019,0.013]	negative
611	Two decades after passing a gay rights ordinance that spurred the rise of the religious right -- and was then defeated by the voters in a battle that raised civil rights for homosexuals to the level of a national debate -- the Miami-Dade County Commission has done it again.	[[0.112,0.398,0.281,0.18,0.028]]	[0.112,0.398,0.281,0.18,0.028]	negative
